city,customer_name,customer_segment,discount,number_of_records,order_date,order_id,order_priority,order_quantity,product_base_margin,product_category,product_container,profit,region,row_id,sales,ship_date,ship_mode,shipping_cost,state,unit_price,zip_code
North Las Vegas,Chuck Clark,Corporate,0.01,1,7/10/2014,12481,Critical,12,0.35,Technology,Small Pack,103.05,West,1741,388.8665,7/10/2014,Regular Air,0.99,Nevada,35.99,89031
Lynnwood,Tonja Turnell,Consumer,0.03,1,7/10/2014,43298,Not Specified,15,0.37,Office Supplies,Small Box,-50.27,West,6112,109.2,7/12/2014,Regular Air,7.37,Washington,6.48,98037
Lynnwood,Tonja Turnell,Consumer,0.1,1,7/10/2014,43298,Not Specified,33,0.46,Technology,Large Box,988.199,West,6111,5964.19,7/12/2014,Regular Air,24.49,Washington,199.99,98037
Rock Island,Clay Rozendal,Corporate,0.08,1,7/10/2014,483,High,30,0.58,Technology,Small Box,1198.971,Central,80,4965.7595,7/12/2014,Regular Air,3.99,Illinois,195.99,61201
North Las Vegas,Chuck Clark,Corporate,0.04,1,7/10/2014,12481,Critical,37,0.48,Technology,Small Pack,215.8,West,1740,744,7/12/2014,Regular Air,1.99,Nevada,20.89,89031
San Gabriel,Karen Carlisle,Home Office,0.1,1,7/10/2014,54977,Low,24,0.38,Office Supplies,Small Box,23.9615,West,7668,344.25,7/14/2014,Regular Air,6.46,California,14.48,91776
San Gabriel,Karen Carlisle,Home Office,0.09,1,7/10/2014,54977,Low,12,0.38,Office Supplies,Wrap Bag,14.46,West,7669,64.77,7/15/2014,Regular Air,1,California,5.84,91776
Apple Valley,Mark Cousins,Corporate,0,1,7/10/2014,49126,Low,33,0.62,Furniture,Jumbo Drum,1055.47,Central,6892,5661.08,7/17/2014,Delivery Truck,30,Minnesota,160.98,55124
Granite City,Roy Skaria,Corporate,0.02,1,7/11/2014,31618,Critical,14,0.38,Office Supplies,Small Box,147.4495,Central,4437,403.17,7/11/2014,Regular Air,1.49,Illinois,28.53,62040
Kalispell,Helen Wasserman,Home Office,0,1,7/12/2014,57572,Medium,9,0.36,Office Supplies,Wrap Bag,-17.22,West,8071,75.28,7/13/2014,Regular Air,5.83,Montana,7.64,59901
Wausau,Todd Boyes,Small Business,0.07,1,7/12/2014,36933,High,32,0.38,Office Supplies,Small Box,47.56,Central,5199,115.81,7/13/2014,Regular Air,0.5,Wisconsin,3.69,54401
Dublin,Rick Huthwaite,Corporate,0.06,1,7/12/2014,57760,Not Specified,38,0.42,Furniture,Wrap Bag,17.15,West,8095,275.11,7/14/2014,Regular Air,4,California,7.59,94568
Lakewood,Adam Hart,Corporate,0.1,1,7/12/2014,39232,Low,11,0.38,Office Supplies,Small Box,-47.01,West,5535,391.9,7/14/2014,Regular Air,19.99,California,35.44,90712
Dublin,Rick Huthwaite,Corporate,0.01,1,7/12/2014,57760,Not Specified,34,0.57,Office Supplies,Wrap Bag,-30.39,West,8096,102.34,7/14/2014,Regular Air,2.03,California,2.98,94568
Kalispell,Helen Wasserman,Home Office,0.1,1,7/12/2014,57572,Medium,30,0.64,Technology,Small Pack,-120.04,West,8070,139.08,7/14/2014,Regular Air,4.62,Montana,4.98,59901
Lakewood,Adam Hart,Corporate,0.06,1,7/12/2014,39232,Low,26,0.37,Office Supplies,Small Box,435.11,West,5536,1451.59,7/17/2014,Regular Air,14.3,California,55.48,90712
Brooklyn,Brian Thompson,Home Office,0.02,1,7/12/2014,55013,Low,14,0.59,Office Supplies,Small Pack,19.37,East,7674,322.61,7/17/2014,Regular Air,5.53,New York,22.01,11226
Bremerton,Raymond Book,Consumer,0.06,1,7/12/2014,35366,Low,23,0.37,Office Supplies,Small Box,-98.42,West,4974,149.31,7/19/2014,Regular Air,7.81,Washington,6.48,98310
Brooklyn,Brian Thompson,Home Office,0.02,1,7/12/2014,55013,Low,5,0.36,Office Supplies,Small Box,3.14,East,7673,24.3,7/19/2014,Regular Air,0.5,New York,4.91,11226
Mount Lebanon,Ken Brennan,Home Office,0.1,1,7/13/2014,13764,Medium,31,0.56,Office Supplies,Wrap Bag,11.93,East,1922,123.93,7/14/2014,Regular Air,0.94,Pennsylvania,4.28,15228
Winter Park,Nora Pelletier,Home Office,0.02,1,7/13/2014,21412,Not Specified,28,0.39,Office Supplies,Wrap Bag,-8.51,South,2959,203.99,7/14/2014,Regular Air,4.23,Florida,7.28,32789
Nashville,Craig Molinari,Small Business,0.1,1,7/13/2014,27845,Not Specified,36,0.39,Office Supplies,Small Box,101.4,South,3907,220.45,7/14/2014,Regular Air,0.5,Tennessee,6.3,37211
Eden Prairie,Nathan Cano,Consumer,0.03,1,7/13/2014,41217,High,23,0.37,Office Supplies,Small Box,575.38,Central,5814,1314.64,7/15/2014,Express Air,6.79,Minnesota,55.48,55343
Winter Park,Nora Pelletier,Home Office,0.09,1,7/13/2014,21412,Not Specified,38,0.38,Office Supplies,Small Box,-199.295,South,2958,137.07,7/15/2014,Regular Air,6.83,Florida,3.52,32789
Ankeny,Julie Creighton,Corporate,0.05,1,7/14/2014,23907,Not Specified,7,0.55,Technology,Small Box,-164.461,Central,3341,384.2,7/14/2014,Regular Air,2.5,Iowa,65.99,50021
Aurora,Eugene Moren,Home Office,0.05,1,7/14/2014,6274,Not Specified,22,0.53,Furniture,Small Pack,-56.73,West,875,46.36,7/15/2014,Express Air,4.08,Colorado,1.74,80013
Bremerton,Raymond Book,Consumer,0.01,1,7/14/2014,29827,Critical,35,0.75,Technology,Small Box,-75.38,West,4197,926.65,7/15/2014,Regular Air,5.89,Washington,26.31,98310
Palmer,Barry Franz,Corporate,0.02,1,7/14/2014,10338,Not Specified,7,0.67,Furniture,Jumbo Box,33.98895,East,1426,363.57,7/16/2014,Delivery Truck,46.59,MA,44.43,1069
Greenwich,Barry Franz,Corporate,0.04,1,7/14/2014,10338,Not Specified,9,0.36,Technology,Jumbo Drum,15.36,East,1425,799.98,7/16/2014,Delivery Truck,14,Connecticut,90.97,6830
Santa Ana,Bryan Spruell,Home Office,0.1,1,7/14/2014,3300,Low,6,0.37,Technology,Small Box,-47.36,West,477,92.02,7/19/2014,Regular Air,4,California,15.98,92704
Sheboygan,Thomas Boland,Corporate,0.09,1,7/15/2014,740,Medium,6,0.39,Office Supplies,Small Box,3.46,Central,114,28.01,7/15/2014,Regular Air,0.49,Wisconsin,4.98,53081
Elk Plain,Liz Pelletier,Corporate,0.09,1,7/15/2014,32,High,24,0.72,Furniture,Jumbo Box,-1748.56,West,4,1761.4,7/16/2014,Delivery Truck,89.3,Washington,70.89,98387
White Plains,Caroline Jumper,Corporate,0.09,1,7/15/2014,2467,Not Specified,30,0.56,Technology,Jumbo Drum,586.61,East,355,4147.47,7/16/2014,Delivery Truck,17.85,New York,145.45,10605
High Point,Liz Pelletier,Corporate,0.04,1,7/15/2014,32,High,15,0.79,Technology,Small Pack,-128.38,South,6,140.56,7/16/2014,Regular Air,8.99,North Carolina,8.46,27260
Elk Plain,Liz Pelletier,Corporate,0.07,1,7/15/2014,32,High,26,0.65,Furniture,Medium Box,1054.82,West,3,2808.08,7/17/2014,Regular Air,5.81,Washington,107.53,98387
Odenton,Valerie Mitchum,Home Office,0.06,1,7/15/2014,33061,High,48,0.78,Office Supplies,Small Box,525.15,East,4645,5318.89,7/17/2014,Regular Air,8.64,Maryland,111.03,21113
Elk Plain,Liz Pelletier,Corporate,0.04,1,7/15/2014,32,High,23,0.6,Technology,Medium Box,-85.129,West,5,160.2335,7/17/2014,Regular Air,5.03,Washington,7.99,98387
Colchester,Fred McMath,Small Business,0.05,1,7/15/2014,8513,Low,9,0.4,Technology,Medium Box,-43.0302,East,1165,163.78,7/17/2014,Regular Air,8.51,Vermont,17.98,5439
Madison,Fred McMath,Small Business,0,1,7/15/2014,8513,Low,8,0.59,Office Supplies,Small Box,-9.29,East,1166,84.64,7/22/2014,Express Air,4.5,New Jersey,8.62,7940
Keizer,Alejandro Ballentine,Small Business,0.05,1,7/16/2014,50563,High,2,0.6,Office Supplies,Small Box,-270.7,West,7084,423.04,7/17/2014,Express Air,9.99,Oregon,210.55,97303
Lake Oswego,Alejandro Ballentine,Small Business,0,1,7/16/2014,50563,High,20,0.58,Technology,Small Box,305.964,West,7085,2197.4115,7/17/2014,Express Air,7.69,Oregon,125.99,97035
Tacoma,Christopher Conant,Home Office,0,1,7/16/2014,50790,Critical,47,0.54,Furniture,Medium Box,-148.8,West,7119,255.65,7/18/2014,Regular Air,5.71,Washington,4.97,98408
Goleta,Dan Campbell,Small Business,0.04,1,7/16/2014,4324,Critical,28,0.59,Office Supplies,Small Pack,154.85,West,624,1165.33,7/18/2014,Regular Air,8.99,California,40.97,93117
Trumbull,Eleni McCrary,Corporate,0.08,1,7/16/2014,26243,Low,42,0.4,Office Supplies,Wrap Bag,-4.9,East,3664,71.32,7/20/2014,Regular Air,1,Connecticut,1.82,6611
Weatherford,Eileen Kiefer,Consumer,0.02,1,7/17/2014,47301,Low,6,0.8,Office Supplies,Large Box,-231.95,Central,6650,460.71,7/22/2014,Regular Air,35,Texas,70.98,76086
Hermitage,Steven Roelle,Small Business,0.04,1,7/18/2014,20482,Medium,38,0.71,Furniture,Jumbo Box,-1143.15,East,2842,4650.07,7/18/2014,Delivery Truck,60.19,Pennsylvania,120.98,16148
El Paso,Edward Becker,Corporate,0.05,1,7/18/2014,12897,Not Specified,31,0.37,Office Supplies,Small Box,-120.95,Central,1800,211.55,7/19/2014,Express Air,7.91,Texas,6.48,79907
Creve Coeur,Joseph Airdo,Consumer,0.09,1,7/18/2014,32452,Medium,3,0.39,Office Supplies,Small Box,-2.03,Central,4563,8.6,7/19/2014,Regular Air,0.5,MO,2.88,63141
El Paso,Edward Becker,Corporate,0.03,1,7/18/2014,12897,Not Specified,39,0.38,Office Supplies,Small Box,59.92,Central,1799,141.49,7/19/2014,Regular Air,0.5,Texas,3.69,79907
Emporia,Kelly Williams,Corporate,0,1,7/18/2014,22534,Medium,3,0.38,Office Supplies,Small Box,-44.18,Central,3141,279.33,7/20/2014,Regular Air,19.99,Kansas,83.93,66801
Hermitage,Steven Roelle,Small Business,0.03,1,7/18/2014,20482,Medium,39,0.38,Office Supplies,Small Box,92.46,East,2843,497.52,7/20/2014,Regular Air,5.09,Pennsylvania,12.28,16148
Fairfield,Jim Kriz,Consumer,0.06,1,7/18/2014,40422,Critical,39,0.59,Technology,Small Box,517.815,East,5712,2192.439,7/20/2014,Express Air,3.99,Ohio,65.99,45014
Sarasota,Tanja Norvell,Corporate,0.09,1,7/18/2014,48837,Not Specified,39,0.55,Technology,Small Box,1231.893,South,6857,4799.7885,7/20/2014,Regular Air,3.9,Florida,155.99,34239
Freeport,Julia West,Corporate,0.07,1,7/19/2014,2757,Critical,39,0.57,Furniture,Jumbo Drum,-1766.01,Central,406,3554.46,7/19/2014,Delivery Truck,74.35,Illinois,95.95,61032
Indian Trail,Lycoris Saunders,Corporate,0.05,1,7/19/2014,2757,High,42,0.6,Office Supplies,Small Pack,84.38,South,407,569.32,7/20/2014,Express Air,3.14,North Carolina,12.98,28079
San Marcos,Candace McMahon,Corporate,0.02,1,7/19/2014,449,High,45,0.56,Furniture,Small Box,-48.97,Central,75,356.7,7/21/2014,Regular Air,5.21,Texas,7.38,78666
Rogers,Logan Currie,Small Business,0,1,7/19/2014,6947,Critical,9,0.65,Furniture,Medium Box,-51.01,South,958,520.49,7/21/2014,Regular Air,18.45,Arkansas,51.65,72756
Van Buren,Phillip Flathmann,Small Business,0.02,1,7/20/2014,59044,Critical,6,0.37,Office Supplies,Small Box,1.25,South,8255,20.19,7/22/2014,Regular Air,0.99,Arkansas,3.08,72956
Carbondale,Don Miller,Home Office,0.08,1,7/21/2014,54083,High,10,0.59,Office Supplies,Jumbo Drum,258.01,Central,7559,2700.41,7/23/2014,Delivery Truck,23.19,Illinois,279.81,62901
Bloomington,Beth Thompson,Corporate,0,1,7/21/2014,41409,Not Specified,1,0.4,Office Supplies,Small Box,-18.2505,Central,5835,18.92,7/23/2014,Regular Air,7.19,Illinois,11.5,61701
Pleasant Grove,Cari Sayre,Corporate,0.06,1,7/21/2014,7142,Critical,36,0.38,Office Supplies,Small Box,57,West,991,132.86,7/23/2014,Regular Air,0.5,Utah,3.69,84062
Albuquerque,Lauren Leatherbury,Home Office,0.1,1,7/21/2014,55845,Low,29,0.65,Furniture,Jumbo Box,-865.88,West,7805,4203.88,7/25/2014,Delivery Truck,66.27,New Mexico,150.98,87105
Saint Paul,Chad Sievert,Corporate,0.02,1,7/21/2014,6596,Low,36,0.38,Technology,Jumbo Drum,8157.7,Central,919,18028.07,7/26/2014,Delivery Truck,28.14,Minnesota,500.98,55106
Columbus,Harold Pawlan,Small Business,0.07,1,7/21/2014,54912,Low,17,0.36,Office Supplies,Wrap Bag,10.31,Central,7657,117.33,7/28/2014,Regular Air,3.1,Nebraska,6.69,68601
Essex Junction,Amy Cox,Small Business,0.03,1,7/22/2014,25536,Low,19,0.43,Office Supplies,Wrap Bag,71.55,East,3581,193.25,7/22/2014,Regular Air,1.09,Vermont,9.93,5451
Raleigh,Maxwell Schwartz,Corporate,0.03,1,7/22/2014,28867,Medium,6,0.37,Office Supplies,Small Box,80.01,South,4046,642.42,7/23/2014,Regular Air,19.99,North Carolina,104.85,27604
Raleigh,Maxwell Schwartz,Corporate,0.1,1,7/22/2014,28867,Medium,43,0.78,Technology,Small Box,-199.98,South,4045,866.73,7/23/2014,Regular Air,6.5,North Carolina,20.97,27604
Costa Mesa,Nicole Brennan,Consumer,0.08,1,7/22/2014,48288,Medium,25,0.69,Furniture,Jumbo Box,-581.59,West,6780,3308.28,7/24/2014,Delivery Truck,54.74,California,130.98,92627
Vestavia Hills,Quincy Jones,Corporate,0.03,1,7/22/2014,14976,High,46,0.38,Office Supplies,Small Box,-81.86,South,2091,231.35,7/24/2014,Regular Air,4.7,Alabama,4.98,35216
Raleigh,Maxwell Schwartz,Corporate,0.02,1,7/22/2014,28867,Medium,26,0.57,Technology,Small Box,374.751,South,4047,2169.7525,7/24/2014,Regular Air,8.99,North Carolina,95.99,27604
Sioux City,Sally Knutson,Consumer,0.02,1,7/23/2014,9792,Low,14,0.37,Office Supplies,Small Box,-73.14,Central,1339,84.09,7/23/2014,Regular Air,7.78,Iowa,5.4,51106
Douglasville,Rick Hansen,Corporate,0.06,1,7/23/2014,5575,Low,41,0.4,Office Supplies,Small Box,-269.37,South,784,254.69,7/23/2014,Regular Air,10.39,Georgia,5.98,30135
Forest Park,Ashley Jarboe,Small Business,0.06,1,7/23/2014,29152,Low,13,0.83,Office Supplies,Small Box,-106.29,South,4088,94.99,7/23/2014,Regular Air,9.69,Georgia,6.98,30297
Palatine,Cari Schnelling,Home Office,0.08,1,7/23/2014,31558,Low,42,0.55,Technology,Small Pack,455.37,Central,4430,1763.6,7/23/2014,Regular Air,1.99,Illinois,45.19,60067
Midland,Larry Hughes,Home Office,0.09,1,7/23/2014,16160,Critical,50,0.59,Office Supplies,Small Box,-53.18,Central,2236,514.86,7/24/2014,Regular Air,4.5,Texas,10.89,79701
Dayton,Bill Overfelt,Corporate,0.07,1,7/23/2014,47492,High,22,0.74,Technology,Small Box,-157.51,East,6672,649.71,7/25/2014,Regular Air,8.65,Ohio,30.42,45406
Forest Park,Ashley Jarboe,Small Business,0,1,7/23/2014,29152,Low,3,0.45,Technology,Small Pack,-40.86,South,4087,58.63,7/27/2014,Regular Air,1.99,Georgia,17.48,30297
Palatine,Cari Schnelling,Home Office,0.04,1,7/23/2014,31558,Low,12,0.52,Office Supplies,Large Box,900.06,Central,4429,3671.3,7/28/2014,Regular Air,24.49,Illinois,300.65,60067
Henderson,Carl Weiss,Consumer,0.07,1,7/24/2014,56420,Low,26,0.51,Furniture,Wrap Bag,22.25,West,7888,132.23,7/26/2014,Regular Air,2.03,Nevada,5.08,89015
Henderson,Carl Weiss,Consumer,0.02,1,7/24/2014,56420,Low,48,0.57,Technology,Small Box,1422.198,West,7890,5138.335,7/26/2014,Regular Air,8.08,Nevada,125.99,89015
Bay City,Heather Jas,Corporate,0.07,1,7/24/2014,26851,High,44,0.51,Technology,Small Pack,-58.87,Central,3757,73.64,7/26/2014,Regular Air,1.99,Michigan,1.7,48708
Henderson,Carl Weiss,Consumer,0.09,1,7/24/2014,56420,Low,16,0.56,Office Supplies,Small Box,108.3,West,7887,597.44,7/28/2014,Regular Air,4.5,Nevada,38.06,89015
Henderson,Carl Weiss,Consumer,0,1,7/24/2014,56420,Low,22,0.57,Technology,Small Box,377.622,West,7889,2403.137,7/29/2014,Regular Air,8.99,Nevada,125.99,89015
Columbus,Peter Fuller,Consumer,0,1,7/25/2014,46311,High,42,0.4,Technology,Small Pack,539.57,South,6507,1244.01,7/25/2014,Regular Air,1.99,Georgia,28.48,31907
Columbus,Peter Fuller,Consumer,0.03,1,7/25/2014,46311,High,42,0.52,Furniture,Small Pack,388.23,South,6508,981.73,7/26/2014,Regular Air,3.63,Georgia,22.23,31907
Beckley,Jim Karlsson,Small Business,0.04,1,7/25/2014,30593,Critical,20,0.49,Furniture,Small Box,-90.07,East,4295,97.65,7/27/2014,Express Air,6.92,West Virginia,4.18,25801
Columbus,Peter Fuller,Consumer,0,1,7/25/2014,46311,High,44,0.37,Office Supplies,Small Box,-185.98,South,6509,302.07,7/27/2014,Regular Air,8.4,Georgia,6.48,31907
Columbia,Liz Thompson,Corporate,0.05,1,7/25/2014,2306,High,15,0.4,Office Supplies,Small Box,-46.345,Central,338,113.5,7/27/2014,Regular Air,6.28,MO,7.45,65203
Prescott,Cindy Stewart,Corporate,0.05,1,7/25/2014,39111,Medium,20,0.48,Technology,Small Box,1767.56,West,5518,6004.35,7/27/2014,Regular Air,7.18,Arizona,300.97,86301
Prescott Valley,Cindy Stewart,Corporate,0.09,1,7/25/2014,39111,Medium,1,0.55,Office Supplies,Small Box,-114.22,West,5517,182.4,7/28/2014,Regular Air,19.99,Arizona,178.47,86314
Beckley,Jim Karlsson,Small Business,0.06,1,7/25/2014,30593,Critical,41,0.56,Office Supplies,Small Pack,176.63,East,4296,1408.34,7/28/2014,Regular Air,8.99,West Virginia,34.58,25801
Hobart,Giulietta Baptist,Home Office,0.1,1,7/25/2014,36516,Medium,9,0.4,Technology,Small Box,51.3,Central,5128,883.37,7/28/2014,Regular Air,7.18,Indiana,100.98,46342
Draper,Larry Tron,Home Office,0.08,1,7/25/2014,15425,Low,29,0.5,Technology,Small Box,366.63,West,2154,2896.14,7/29/2014,Express Air,19.99,Utah,99.99,84020
Columbia,Roy Collins,Corporate,0.04,1,7/26/2014,30565,Medium,32,0.74,Technology,Small Box,52.66,South,4289,1785.02,7/28/2014,Express Air,4,Tennessee,55.94,38401
Morgan Hill,Grant Thornton,Corporate,0.08,1,7/26/2014,19041,Low,3,0.59,Office Supplies,Small Box,-18.5,West,2626,36.06,7/30/2014,Regular Air,4.5,California,10.89,95037
Morgan Hill,Grant Thornton,Corporate,0.04,1,7/26/2014,19041,Low,43,0.56,Office Supplies,Small Box,530.22,West,2627,1849.8,8/4/2014,Regular Air,4.62,California,42.98,95037
Pontiac,Shahid Shariari,Consumer,0.08,1,7/27/2014,31938,Medium,13,0.66,Furniture,Jumbo Drum,-304.47,Central,4485,1193.62,7/28/2014,Delivery Truck,42,Michigan,89.99,48342
Hickory,Kelly Collister,Consumer,0.07,1,7/27/2014,31556,Critical,35,0.52,Furniture,Wrap Bag,-14.99,South,4428,269.35,7/28/2014,Regular Air,3.68,North Carolina,7.7,28601
Sanford,Sara Luxemburg,Corporate,0.08,1,7/27/2014,52934,Critical,20,0.36,Office Supplies,Small Box,36.98,East,7429,92.15,7/28/2014,Regular Air,0.5,Maine,4.91,4073
Fords,Giulietta Dortch,Corporate,0.03,1,7/27/2014,56768,Critical,13,0.36,Technology,Jumbo Drum,235.4,East,7946,1207.02,7/28/2014,Delivery Truck,14,New Jersey,90.97,8863
Port Huron,Shahid Shariari,Consumer,0.05,1,7/27/2014,31938,Medium,47,0.42,Furniture,Wrap Bag,40.58,Central,4486,363.23,7/29/2014,Regular Air,4,Michigan,7.59,48060
Easthampton,Giulietta Dortch,Corporate,0.02,1,7/27/2014,56768,Critical,37,0.56,Office Supplies,Wrap Bag,20.06,East,7945,111.39,7/29/2014,Regular Air,0.7,MA,2.88,1027
Jersey City,Fred McMath,Small Business,0.08,1,7/27/2014,34725,Low,14,,Office Supplies,Large Box,-524.74,East,4883,1885.41,7/29/2014,Regular Air,35,New Jersey,138.14,7097
Royal Palm Beach,Victor Price,Consumer,0.07,1,7/27/2014,49479,Medium,46,0.38,Technology,Jumbo Drum,1807.16,South,6934,5615.4,7/29/2014,Delivery Truck,26.3,Florida,120.97,33411
Mauldin,Meg Tillman,Small Business,0.04,1,7/27/2014,30853,Medium,40,0.39,Office Supplies,Small Box,123.14,South,4331,254.02,7/30/2014,Regular Air,0.5,South Carolina,6.3,29662
Land O Lakes,Meg Tillman,Small Business,0.06,1,7/27/2014,30853,Medium,16,0.38,Office Supplies,Wrap Bag,-85.17,South,4330,41.52,7/30/2014,Regular Air,7.09,Florida,2.18,34639
Newport News,Liz MacKendrick,Corporate,0.03,1,7/28/2014,47271,Medium,44,0.64,Technology,Small Pack,-142.02,South,6649,221.42,7/29/2014,Regular Air,4.62,Virginia,4.98,23602
Troy,Vivek Grady,Corporate,0.07,1,7/28/2014,21089,Medium,4,0.74,Furniture,Jumbo Drum,-331.08,East,2918,559.75,7/30/2014,Delivery Truck,70.2,Ohio,122.99,45373
Ottumwa,Christina Vanderzanden,Small Business,0.04,1,7/28/2014,3362,Low,40,0.44,Technology,Small Pack,734.75,Central,485,1699.52,8/1/2014,Regular Air,1.99,Iowa,40.98,52501
Ottumwa,Christina Vanderzanden,Small Business,0.03,1,7/28/2014,3362,Low,50,0.81,Office Supplies,Small Box,-109.1,Central,486,760.85,8/6/2014,Regular Air,4.53,Iowa,15.14,52501
Coos Bay,Frank Olsen,Small Business,0,1,7/29/2014,31237,Not Specified,13,0.36,Office Supplies,Small Box,225.2585,West,4386,589.78,7/29/2014,Regular Air,2.99,Oregon,42.8,97420
Columbia,Roy Collins,Corporate,0.09,1,7/29/2014,56838,Critical,44,0.4,Technology,Small Box,1728.2,South,7958,4326.27,7/30/2014,Regular Air,7.18,Tennessee,100.98,38401
Henderson,Carl Weiss,Consumer,0.1,1,7/29/2014,46336,High,31,0.52,Office Supplies,Wrap Bag,34.14,West,6510,143.85,7/31/2014,Regular Air,0.71,Nevada,4.84,89015
South Bend,Joy Smith,Corporate,0.08,1,7/30/2014,9574,Medium,40,0.4,Office Supplies,Small Box,-68.977,Central,1307,434.62,7/31/2014,Regular Air,7.19,Indiana,11.5,46614
Gillette,Harry Greene,Corporate,0.1,1,7/30/2014,54279,High,41,0.58,Technology,Jumbo Drum,1977.69,West,7586,10071.09,7/31/2014,Delivery Truck,17.86,Wyoming,264.98,82716
Irving,Naresj Patel,Small Business,0.02,1,7/30/2014,23202,High,48,0.6,Office Supplies,Small Pack,-39.27,Central,3234,608.29,8/1/2014,Regular Air,5.81,Texas,11.97,75061
Irving,Naresj Patel,Small Business,0.05,1,7/30/2014,23202,High,39,0.38,Office Supplies,Wrap Bag,104.09,Central,3233,307.42,8/1/2014,Regular Air,1.69,Texas,8.17,75061
Ocoee,Sue Ann Reed,Consumer,0.08,1,7/30/2014,46305,Low,30,0.39,Office Supplies,Small Box,-18.2505,South,6501,299.66,8/3/2014,Regular Air,5.75,Florida,10.44,34761
Bloomington,Beth Thompson,Corporate,0.04,1,7/31/2014,33377,High,19,0.56,Office Supplies,Small Pack,47.3,Central,4688,327.15,8/1/2014,Regular Air,3.26,Illinois,17.24,61701
Bloomington,Beth Thompson,Corporate,0.06,1,7/31/2014,33377,High,20,0.36,Office Supplies,Wrap Bag,11.94,Central,4687,100.4,8/2/2014,Regular Air,2.04,Illinois,5.18,61701
Mansfield,Laura Armstrong,Small Business,0.02,1,7/31/2014,31812,High,14,0.36,Office Supplies,Small Box,25.19,East,4463,593.62,8/2/2014,Regular Air,19.99,Ohio,40.99,44903
Marion,Laura Armstrong,Small Business,0.06,1,7/31/2014,31812,High,31,0.81,Office Supplies,Wrap Bag,-17.34,East,4464,38.52,8/2/2014,Regular Air,0.7,Ohio,1.26,43302
Fayetteville,Joe Elijah,Home Office,0.02,1,8/1/2014,610,Critical,38,0.37,Office Supplies,Small Box,-29.21,South,93,283.65,8/3/2014,Express Air,5.41,Arkansas,6.68,72701
Midland,Sally Knutson,Home Office,0.06,1,8/1/2014,25633,Low,36,0.69,Furniture,Jumbo Box,-582.426,Central,3590,5140.08,8/6/2014,Delivery Truck,51.92,Michigan,145.98,48640
Council Bluffs,Luke Weiss,Corporate,0.02,1,8/2/2014,20448,Critical,23,0.39,Office Supplies,Small Box,6.84,Central,2831,104.82,8/3/2014,Express Air,2.5,Iowa,3.69,51503
Calexico,Victoria Pisteka,Corporate,0.04,1,8/2/2014,16356,Critical,6,0.55,Office Supplies,Small Box,9.15,West,2274,157.94,8/3/2014,Express Air,4.5,California,22.98,92231
Woodbury,Jack O'Briant,Small Business,0.08,1,8/2/2014,5799,Critical,34,0.57,Office Supplies,Jumbo Drum,1882.2,Central,807,9626.86,8/4/2014,Delivery Truck,42.52,Minnesota,294.62,55125
Smyrna,Cynthia Arntzen,Small Business,0,1,8/2/2014,17345,Critical,23,0.36,Office Supplies,Wrap Bag,-17.02,South,2394,195.61,8/4/2014,Regular Air,5.83,Tennessee,7.64,37167
Hacienda Heights,Cyra Reiten,Consumer,0.04,1,8/3/2014,48512,Not Specified,47,0.4,Office Supplies,Wrap Bag,49.04,West,6815,148.26,8/3/2014,Express Air,0.81,California,2.94,91745
Selma,Tony Sayre,Home Office,0.02,1,8/3/2014,56647,Medium,41,0.57,Furniture,Small Box,-309.06,South,7927,417.53,8/4/2014,Regular Air,12.52,Alabama,9.98,36701
Hacienda Heights,Cyra Reiten,Consumer,0.04,1,8/3/2014,48512,Not Specified,48,0.36,Office Supplies,Small Box,-83.78,West,6814,238.79,8/4/2014,Regular Air,4.72,California,4.98,91745
Dearborn,Justin Hirsh,Consumer,0.06,1,8/3/2014,51494,Critical,42,0.36,Technology,Medium Box,12.73,Central,7218,493.56,8/5/2014,Regular Air,5.99,Michigan,11.99,48126
Provo,Cari Sayre,Corporate,0.07,1,8/3/2014,35684,Low,10,0.38,Technology,Medium Box,18.77,West,5004,910.98,8/8/2014,Regular Air,13.99,Utah,96.45,84604
San Luis Obispo,Bobby Elias,Small Business,0.07,1,8/4/2014,6788,Not Specified,6,0.52,Office Supplies,Wrap Bag,-2.62,West,938,11.15,8/5/2014,Regular Air,0.75,California,1.81,93405
Dundalk,Helen Wasserman,Home Office,0.09,1,8/4/2014,14113,High,22,0.74,Furniture,Jumbo Box,-774.1448,East,1972,8218.16,8/6/2014,Delivery Truck,85.63,Maryland,376.13,21222
San Luis Obispo,Bobby Elias,Small Business,0.02,1,8/4/2014,6788,Not Specified,41,0.58,Office Supplies,Wrap Bag,12.69,West,937,127.84,8/6/2014,Express Air,0.96,California,2.94,93405
Waldorf,Jason Klamczynski,Small Business,0.06,1,8/4/2014,14401,Not Specified,10,0.57,Technology,Small Box,-128.832,East,2019,931.1495,8/6/2014,Regular Air,2.5,Maryland,110.99,20601
Coos Bay,Trudy Bell,Consumer,0.05,1,8/5/2014,38787,Low,22,0.56,Office Supplies,Wrap Bag,-77.93,West,5460,79.04,8/5/2014,Regular Air,5,Oregon,3.28,97420
Dunedin,Julie Kriz,Corporate,0.06,1,8/5/2014,35782,Low,13,0.75,Furniture,Jumbo Box,-450.1,South,5016,1330.73,8/10/2014,Delivery Truck,41.64,Florida,105.49,34698
